ProjectID,BuildingID,AffordabilityBand,TotalUnits
69441,374066,Low Income,1
69441,374066,Very Low Income,7
69441,357206,Extremely Low Income,2
69441,357206,Low Income,4
69441,357206,Other,1
69441,357206,Very Low Income,13
69441,360424,Very Low Income,6
69441,317447,Low Income,1
69441,317447,Very Low Income,11
69441,337955,Extremely Low Income,2
69441,337955,Low Income,4
69441,337955,Very Low Income,6
69441,317515,Low Income,2
69441,317515,Very Low Income,6
69441,295952,Extremely Low Income,3
69441,295952,Low Income,1
69441,295952,Very Low Income,4
69441,360415,Extremely Low Income,1
69441,360415,Very Low Income,8
69441,295950,Extremely Low Income,1
69441,295950,Low Income,2
69441,295950,Very Low Income,5
69441,295953,Low Income,1
69441,295953,Very Low Income,7
69441,331152,Extremely Low Income,1
69441,331152,Low Income,2
69441,331152,Very Low Income,5
69441,376783,Extremely Low Income,1
69441,376783,Very Low Income,3
69441,358498,Extremely Low Income,1
69441,358498,Low Income,1
69441,358498,Very Low Income,2
69441,317444,Extremely Low Income,1
69441,317444,Low Income,8
69441,317444,Other,1
69441,317444,Very Low Income,26
69441,295918,Extremely Low Income,2
69441,295918,Low Income,1
69441,295918,Very Low Income,6
69441,360426,Very Low Income,6
69441,337958,Extremely Low Income,2
69441,337958,Low Income,5
69441,337958,Other,1
69441,337958,Very Low Income,5
69479,395156,Extremely Low Income,81
69479,395156,Low Income,1
69479,395156,Moderate Income,1
69479,395156,Other,1
69479,395156,Very Low Income,2
69479,225950,Extremely Low Income,63
69479,225950,Low Income,1
69490,38236,Extremely Low Income,1
69490,38236,Low Income,2
69490,38236,Moderate Income,15
69490,38236,Very Low Income,2
69490,37780,Extremely Low Income,2
69490,37780,Middle Income,2
69490,37780,Moderate Income,5
69490,37780,Very Low Income,1
69490,3935,Extremely Low Income,4
69490,3935,Low Income,3
69490,3935,Moderate Income,2
69490,37792,Extremely Low Income,1
69490,37792,Low Income,1
69490,37792,Middle Income,6
69490,37792,Moderate Income,7
69490,37792,Other,1
69490,37663,Extremely Low Income,1
69490,37663,Low Income,6
69490,37663,Moderate Income,6
69490,37663,Very Low Income,2
69490,37807,Extremely Low Income,4
69490,37807,Middle Income,5
69490,37807,Moderate Income,6
69490,37779,Extremely Low Income,3
69490,37779,Middle Income,4
69490,37779,Moderate Income,3
69490,37665,Extremely Low Income,4
69490,37665,Low Income,2
69490,37665,Moderate Income,6
69490,37665,Other,2
69490,37665,Very Low Income,1
69490,37809,Extremely Low Income,4
69490,37809,Middle Income,3
69490,37809,Moderate Income,8
69490,37803,Extremely Low Income,6
69490,37803,Low Income,1
69490,37803,Middle Income,1
69490,37803,Moderate Income,7
69490,37803,Very Low Income,1
69490,37799,Extremely Low Income,2
69490,37799,Low Income,3
69490,37799,Middle Income,8
69490,37799,Moderate Income,7
69490,37799,Other,3
69490,37799,Very Low Income,2
69490,37789,Extremely Low Income,5
69490,37789,Middle Income,7
69490,37789,Moderate Income,4
69490,38232,Extremely Low Income,2
69490,38232,Low Income,1
69490,38232,Moderate Income,2
69490,37791,Extremely Low Income,3
69490,37791,Low Income,2
69490,37791,Middle Income,7
69490,37791,Moderate Income,3
69490,37791,Very Low Income,1
69490,37773,Extremely Low Income,5
69490,37773,Low Income,3
69490,37773,Middle Income,2
69490,37773,Moderate Income,4
69490,37773,Very Low Income,1
69490,38168,Extremely Low Income,7
69490,38168,Low Income,4
69490,38168,Moderate Income,3
69490,38168,Very Low Income,1
69490,38241,Extremely Low Income,1
69490,38241,Moderate Income,8
69490,38241,Very Low Income,1
69490,37801,Extremely Low Income,6
69490,37801,Middle Income,8
69490,37801,Moderate Income,7
69490,37801,Other,2
69490,37801,Very Low Income,2
69490,3937,Extremely Low Income,5
69490,3937,Low Income,1
69490,3937,Moderate Income,2
69490,3937,Very Low Income,1
69490,37795,Extremely Low Income,10
69490,37795,Middle Income,7
69490,37795,Moderate Income,3
69490,9824,Extremely Low Income,4
69490,9824,Low Income,2
69490,9824,Moderate Income,2
69490,37781,Extremely Low Income,6
69490,37781,Low Income,1
69490,37781,Middle Income,2
69490,37781,Moderate Income,3
69490,37794,Extremely Low Income,6
69490,37794,Low Income,2
69490,37794,Middle Income,13
69490,37794,Moderate Income,4
69490,9828,Low Income,4
69490,9828,Moderate Income,4
69490,38162,Extremely Low Income,5
69490,38162,Low Income,1
69490,38162,Moderate Income,4
69490,38228,Extremely Low Income,3
69490,38228,Moderate Income,1
69490,38228,Very Low Income,2
69490,38166,Extremely Low Income,7
69490,38166,Low Income,2
69490,38166,Moderate Income,6
69490,37805,Extremely Low Income,3
69490,37805,Low Income,1
69490,37805,Middle Income,5
69490,37805,Moderate Income,7
69490,37790,Extremely Low Income,4
69490,37790,Low Income,1
69490,37790,Middle Income,17
69490,37790,Moderate Income,3
69490,6088,Extremely Low Income,7
69490,6088,Low Income,3
69490,6088,Moderate Income,1
69490,6088,Very Low Income,2
69490,38170,Extremely Low Income,9
69490,38170,Low Income,2
69490,38170,Moderate Income,3
69490,38170,Very Low Income,1
69490,38164,Extremely Low Income,10
69490,38164,Low Income,2
69490,38164,Moderate Income,3
69490,3933,Extremely Low Income,8
69490,3933,Low Income,1
69490,3933,Moderate Income,4
69490,9826,Extremely Low Income,2
69490,9826,Low Income,1
69490,9826,Middle Income,1
69490,9826,Moderate Income,4
69490,38237,Extremely Low Income,5
69490,38237,Low Income,1
69490,38237,Moderate Income,6
69490,38237,Other,1
69490,37772,Extremely Low Income,4
69490,37772,Low Income,1
69490,37772,Middle Income,5
69490,37772,Moderate Income,5
69490,37810,Extremely Low Income,3
69490,37810,Middle Income,3
69490,37810,Moderate Income,11
69490,38240,Extremely Low Income,3
69490,38240,Moderate Income,6
69490,38240,Very Low Income,1
69490,3939,Extremely Low Income,7
69490,3939,Moderate Income,1
69490,3939,Very Low Income,1
69490,6085,Low Income,9
69490,6085,Moderate Income,4
69490,38173,Extremely Low Income,4
69490,38173,Low Income,3
69490,38173,Moderate Income,3
69490,37811,Extremely Low Income,3
69490,37811,Low Income,1
69490,37811,Middle Income,3
69490,37811,Moderate Income,9
69490,37788,Extremely Low Income,1
69490,37788,Low Income,2
69490,37788,Middle Income,5
69490,37788,Moderate Income,8
69490,37787,Extremely Low Income,11
69490,37787,Low Income,1
69490,37787,Middle Income,5
69490,37787,Moderate Income,8
69490,37787,Other,1
69490,3943,Extremely Low Income,4
69490,3943,Moderate Income,3
69490,3943,Very Low Income,2
69490,3945,Extremely Low Income,5
69490,3945,Low Income,1
69490,3945,Moderate Income,3
69490,37796,Extremely Low Income,4
69490,37796,Middle Income,11
69490,37796,Moderate Income,5
69490,25230,Extremely Low Income,6
69490,25230,Moderate Income,3
69490,25230,Very Low Income,1
69505,1006444,Extremely Low Income,77
69505,1006444,Low Income,15
69505,1006444,Other,1
69542,1001405,Extremely Low Income,111
69542,1001405,Low Income,54
69542,1001405,Other,1
69542,1001405,Very Low Income,18
69567,1003176,Extremely Low Income,153
69567,1003176,Other,1
69591,995045,Extremely Low Income,123
69591,995045,Low Income,111
69591,995045,Moderate Income,71
69591,995045,Other,1
69591,995045,Very Low Income,68
69619,994366,Low Income,8
69619,994366,Not Applicable,48
69619,994366,Other,1
69620,989596,Extremely Low Income,63
69620,989596,Low Income,123
69620,989596,Other,1
69620,989596,Very Low Income,63
69633,222987,Very Low Income,121
69633,221260,Extremely Low Income,1
69633,221260,Low Income,6
69633,221260,Very Low Income,294
69689,104326,Extremely Low Income,2
69689,104326,Low Income,2
69689,104326,Other,1
69689,104326,Very Low Income,6
69689,85516,Extremely Low Income,4
69689,85516,Low Income,3
69689,85516,Other,1
69689,85516,Very Low Income,13
69689,104354,Extremely Low Income,7
69689,104354,Low Income,1
69689,104354,Very Low Income,12
69689,50398,Extremely Low Income,2
69689,50398,Low Income,4
69689,50398,Other,1
69689,50398,Very Low Income,6
69689,64529,Extremely Low Income,2
69689,64529,Very Low Income,5
69689,64890,Low Income,2
69689,64890,Very Low Income,8
69689,79393,Low Income,2
69689,79393,Very Low Income,8
69689,806625,Extremely Low Income,8
69689,806625,Low Income,2
69689,806625,Very Low Income,5
69689,57038,Extremely Low Income,3
69689,57038,Low Income,1
69689,57038,Very Low Income,6
69689,85539,Low Income,8
69689,85539,Very Low Income,2
69689,104293,Extremely Low Income,6
69689,104293,Low Income,3
69689,104293,Very Low Income,1
69689,101210,Extremely Low Income,1
69689,101210,Low Income,2
69689,101210,Very Low Income,7
69689,871098,Low Income,24
69689,871098,Other,1
69689,871098,Very Low Income,29
69763,669304,Extremely Low Income,2
69763,669304,Low Income,18
69763,669304,Very Low Income,64
69763,811576,Low Income,16
69763,811576,Very Low Income,20
69763,811579,Very Low Income,77
69763,810605,Low Income,7
69763,810605,Very Low Income,29
69763,811577,Low Income,21
69763,811577,Other,1
69763,811577,Very Low Income,51
69763,810604,Low Income,7
69763,810604,Very Low Income,32
69763,811578,Low Income,10
69763,811578,Very Low Income,26
69765,810976,Very Low Income,72
69765,810980,Very Low Income,72
69765,811025,Very Low Income,72
69765,669305,Very Low Income,72
69765,810974,Very Low Income,18
69765,811022,Very Low Income,36
69765,811024,Very Low Income,36
69765,810982,Very Low Income,71
69765,810978,Very Low Income,18
69765,811023,Very Low Income,72
69765,811580,Very Low Income,72
69765,811021,Very Low Income,72
69766,810972,Very Low Income,77
69766,811575,Extremely Low Income,2
69766,811575,Low Income,2
69766,811575,Very Low Income,80
69766,810973,Extremely Low Income,1
69766,810973,Very Low Income,17
69766,566924,Very Low Income,72
69766,811744,Very Low Income,72
69766,811739,Very Low Income,72
69766,810977,Very Low Income,18
69766,810970,Very Low Income,77
69766,811746,Very Low Income,72
69766,811750,Extremely Low Income,1
69766,811750,Very Low Income,75
69766,810975,Very Low Income,72
69766,811747,Very Low Income,77
69767,566925,Very Low Income,72
69767,810971,Very Low Income,72
69767,810981,Very Low Income,72
69767,810983,Very Low Income,72
69767,810979,Very Low Income,72
69862,999031,Extremely Low Income,149
69862,999031,Other,1
69863,154305,Extremely Low Income,2
69863,154305,Low Income,14
69863,154305,Very Low Income,8
69863,810028,Extremely Low Income,2
69863,810028,Low Income,15
69863,810028,Very Low Income,7
69877,109464,Low Income,253
69877,109464,Other,1
69877,109464,Very Low Income,59
69877,806181,Low Income,253
69877,806181,Very Low Income,59
69877,806388,Low Income,179
69877,806388,Very Low Income,133
69877,806389,Low Income,233
69877,806389,Very Low Income,79
69877,97290,Low Income,194
69877,97290,Very Low Income,118
69877,806390,Low Income,254
69877,806390,Other,1
69877,806390,Very Low Income,58
70082,1000222,Extremely Low Income,15
70082,1000222,Low Income,26
70082,1000222,Other,1
70082,1000222,Very Low Income,13
70082,1000221,Extremely Low Income,31
70082,1000221,Low Income,65
70082,1000221,Very Low Income,33
70170,118554,Extremely Low Income,5
70170,118554,Low Income,2
70170,118554,Other,1
70170,118554,Very Low Income,12
70170,833238,Extremely Low Income,12
70170,833238,Low Income,17
70170,833238,Other,1
70170,833238,Very Low Income,16
70170,73848,Extremely Low Income,1
70170,73848,Low Income,10
70170,73848,Other,1
70170,73848,Very Low Income,18
70170,52037,Low Income,5
70170,52037,Very Low Income,5
70189,642307,Extremely Low Income,55
70189,642307,Low Income,3
70189,642307,Other,1
70189,642307,Very Low Income,8
70189,951629,Extremely Low Income,58
70189,951629,Low Income,4
70189,951629,Moderate Income,1
70189,951629,Very Low Income,6
70189,445366,Extremely Low Income,58
70189,445366,Low Income,2
70189,445366,Moderate Income,3
70189,445366,Other,1
70189,445366,Very Low Income,5
70217,104641,Extremely Low Income,4
70217,104641,Other,1
70217,104641,Very Low Income,128
70276,222850,Extremely Low Income,1
70276,222850,Low Income,10
70276,222850,Very Low Income,30
70286,210437,Extremely Low Income,230
70286,210437,Low Income,277
70286,210437,Other,3
70648,832306,Low Income,46
70648,832306,Middle Income,14
70648,832306,Moderate Income,74
70648,832306,Other,1
70652,810842,Extremely Low Income,1
70652,810842,Low Income,28
70652,810842,Very Low Income,264
70652,812047,Low Income,29
70652,812047,Very Low Income,264
70652,810846,Low Income,34
70652,810846,Very Low Income,259
70652,810849,Low Income,34
70652,810849,Very Low Income,259
70652,810840,Extremely Low Income,1
70652,810840,Low Income,27
70652,810840,Very Low Income,265
70652,810855,Low Income,27
70652,810855,Very Low Income,266
70652,810843,Extremely Low Income,1
70652,810843,Low Income,39
70652,810843,Very Low Income,253
70652,810844,Extremely Low Income,2
70652,810844,Low Income,26
70652,810844,Very Low Income,265
70652,540066,Extremely Low Income,1
70652,540066,Low Income,41
70652,540066,Very Low Income,251
70652,811036,Low Income,39
70652,811036,Very Low Income,254
70652,810850,Low Income,25
70652,810850,Very Low Income,268
70652,811037,Extremely Low Income,1
70652,811037,Low Income,29
70652,811037,Very Low Income,263
70652,810854,Extremely Low Income,1
70652,810854,Low Income,31
70652,810854,Very Low Income,261
70652,810853,Extremely Low Income,2
70652,810853,Low Income,33
70652,810853,Very Low Income,258
70652,811038,Low Income,30
70652,811038,Very Low Income,263
70652,810847,Extremely Low Income,2
70652,810847,Low Income,33
70652,810847,Very Low Income,258
70652,810852,Extremely Low Income,1
70652,810852,Low Income,33
70652,810852,Very Low Income,259
70652,810848,Low Income,29
70652,810848,Very Low Income,264
70652,810841,Low Income,35
70652,810841,Very Low Income,258
70652,810845,Low Income,32
70652,810845,Very Low Income,261
70725,1004421,Extremely Low Income,28
70725,1004421,Low Income,83
70725,1004421,Other,1
70725,1004421,Very Low Income,28
70746,228500,Extremely Low Income,42
70746,228500,Low Income,154
70746,228500,Moderate Income,78
70746,228500,Other,1
70746,228500,Very Low Income,46
70834,27322,Moderate Income,133
70891,1000194,Extremely Low Income,88
70891,1000194,Low Income,58
70891,1000194,Other,1
71002,79310,Extremely Low Income,15
71002,79310,Other,1
71002,79310,Very Low Income,5
71002,88675,Extremely Low Income,13
71002,88675,Very Low Income,2
71002,79315,Extremely Low Income,6
71002,79315,Low Income,1
71002,79315,Moderate Income,2
71002,79315,Very Low Income,6
71002,79309,Extremely Low Income,11
71002,79309,Low Income,3
71002,79309,Very Low Income,6
71002,99135,Extremely Low Income,16
71002,99135,Low Income,2
71002,99135,Very Low Income,4
71002,99125,Extremely Low Income,17
71002,99125,Moderate Income,1
71002,99125,Other,1
71002,99125,Very Low Income,6
71002,79317,Extremely Low Income,11
71002,79317,Low Income,2
71002,79317,Very Low Income,2
71002,100142,Extremely Low Income,24
71002,100142,Very Low Income,3
71002,120955,Extremely Low Income,20
71002,120955,Low Income,1
71002,120955,Other,1
71002,120955,Very Low Income,1
71002,99126,Extremely Low Income,26
71002,99126,Low Income,1
71002,99126,Very Low Income,6
71002,120956,Extremely Low Income,23
71002,120956,Low Income,2
71002,120956,Very Low Income,2
71002,45419,Extremely Low Income,44
71002,45419,Low Income,1
71002,45419,Other,1
71002,45419,Very Low Income,11
71002,79311,Extremely Low Income,14
71002,79311,Very Low Income,1
71002,79308,Extremely Low Income,17
71002,79308,Low Income,1
71002,79308,Very Low Income,2
71021,64557,Extremely Low Income,61
71021,64557,Low Income,18
71021,64557,Other,1
71021,64557,Very Low Income,17
71027,6012,Extremely Low Income,54
71027,6012,Low Income,22
71027,6012,Other,1
71027,6012,Very Low Income,117
71215,806388,Low Income,179
71215,806388,Very Low Income,133
71215,109464,Low Income,253
71215,109464,Other,1
71215,109464,Very Low Income,59
71215,806390,Low Income,254
71215,806390,Other,1
71215,806390,Very Low Income,58
71215,806389,Low Income,233
71215,806389,Very Low Income,79
71215,806181,Low Income,253
71215,806181,Very Low Income,59
71215,97290,Low Income,194
71215,97290,Very Low Income,118
71445,1006212,Extremely Low Income,95
71445,1006212,Low Income,17
71445,1006212,Other,1
71445,1006212,Very Low Income,10
71469,877119,Extremely Low Income,1
71469,877119,Low Income,44
71469,877119,Other,1
71469,877119,Very Low Income,24
71720,45413,Extremely Low Income,3
71720,45413,Low Income,4
71720,45413,Other,1
